S_No,State_Name,District_Name,Season,Irrigation,pH,Moisture,Soil_Temp,Climate
22646,Uttar Pradesh,DEORIA,Kharif     ,medium,6.3,80,25,Composite
22647,Uttar Pradesh,DEORIA,Kharif     ,high,6.0,60,4,Composite
22648,Uttar Pradesh,DEORIA,Kharif     ,low,6.5,90,15,Composite
22649,Uttar Pradesh,DEORIA,Kharif     ,high,6.0,60,40,Composite
22650,Uttar Pradesh,DEORIA,Kharif     ,medium,6.5,80,25,Composite
22651,Uttar Pradesh,DEORIA,Kharif     ,low,6.0,90,15,Composite
22652,Uttar Pradesh,DEORIA,Rabi       ,low,6.0,90,15,Composite
22653,Uttar Pradesh,DEORIA,Rabi       ,medium,6.45,80,25,Composite
22654,Uttar Pradesh,DEORIA,Rabi       ,medium,6.25,80,25,Composite
22655,Uttar Pradesh,DEORIA,Rabi       ,low,6.0,90,15,Composite
22656,Uttar Pradesh,DEORIA,Rabi       ,medium,6.25,80,25,Composite
22657,Uttar Pradesh,DEORIA,Rabi       ,high,6.2,60,40,Composite
22658,Uttar Pradesh,DEORIA,Rabi       ,low,6.25,90,15,Composite
22659,Uttar Pradesh,DEORIA,Rabi       ,low,6.6,90,15,Composite
22660,Uttar Pradesh,DEORIA,Rabi       ,low,6.5,90,15,Composite
22661,Uttar Pradesh,DEORIA,Rabi       ,high,6.4,60,40,Composite
22662,Uttar Pradesh,DEORIA,Rabi       ,low,6.0,90,15,Composite
22663,Uttar Pradesh,DEORIA,Rabi       ,medium,6.0,80,25,Composite
22664,Uttar Pradesh,DEORIA,Summer     ,medium,6.25,80,25,Composite
22665,Uttar Pradesh,DEORIA,Summer     ,medium,6.3,80,25,Composite
22666,Uttar Pradesh,DEORIA,Summer     ,low,6.25,90,15,Composite
22667,Uttar Pradesh,DEORIA,Summer     ,high,6.0,60,4,Composite
22668,Uttar Pradesh,DEORIA,Summer     ,low,6.0,90,15,Composite
22669,Uttar Pradesh,ETAH,Kharif     ,low,6.4,90,15,Composite
22670,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22671,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22672,Uttar Pradesh,ETAH,Kharif     ,low,6.8,90,15,Composite
22673,Uttar Pradesh,ETAH,Kharif     ,medium,6.25,80,25,Composite
22674,Uttar Pradesh,ETAH,Kharif     ,medium,6.3,80,25,Composite
22675,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22676,Uttar Pradesh,ETAH,Kharif     ,low,6.5,90,15,Composite
22677,Uttar Pradesh,ETAH,Kharif     ,low,6.25,90,15,Composite
22678,Uttar Pradesh,ETAH,Kharif     ,high,6.0,60,4,Composite
22679,Uttar Pradesh,ETAH,Kharif     ,low,6.5,90,15,Composite
22680,Uttar Pradesh,ETAH,Kharif     ,low,6.34,90,15,Composite
22681,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22682,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22683,Uttar Pradesh,ETAH,Rabi       ,medium,6.25,80,25,Composite
22684,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22685,Uttar Pradesh,ETAH,Rabi       ,high,6.2,60,40,Composite
22686,Uttar Pradesh,ETAH,Rabi       ,low,6.6,90,15,Composite
22687,Uttar Pradesh,ETAH,Rabi       ,high,6.4,60,40,Composite
22688,Uttar Pradesh,ETAH,Rabi       ,medium,6.0,80,25,Composite
22689,Uttar Pradesh,ETAH,Rabi       ,medium,6.0,80,25,Composite
22690,Uttar Pradesh,ETAH,Summer     ,medium,6.25,80,25,Composite
22691,Uttar Pradesh,ETAH,Summer     ,medium,6.3,80,25,Composite
22692,Uttar Pradesh,ETAH,Summer     ,low,6.0,90,15,Composite
22693,Uttar Pradesh,ETAH,Whole Year ,low,6.5,90,15,Composite
22694,Uttar Pradesh,ETAH,Whole Year ,high,6.0,60,40,Composite
22695,Uttar Pradesh,ETAH,Kharif     ,low,6.4,90,15,Composite
22696,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22697,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22698,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22699,Uttar Pradesh,ETAH,Kharif     ,low,6.8,90,15,Composite
22700,Uttar Pradesh,ETAH,Kharif     ,medium,6.25,80,25,Composite
22701,Uttar Pradesh,ETAH,Kharif     ,medium,6.3,80,25,Composite
22702,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22703,Uttar Pradesh,ETAH,Kharif     ,high,6.0,60,4,Composite
22704,Uttar Pradesh,ETAH,Kharif     ,low,6.5,90,15,Composite
22705,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22706,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22707,Uttar Pradesh,ETAH,Rabi       ,medium,6.25,80,25,Composite
22708,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22709,Uttar Pradesh,ETAH,Rabi       ,high,6.2,60,40,Composite
22710,Uttar Pradesh,ETAH,Rabi       ,low,6.6,90,15,Composite
22711,Uttar Pradesh,ETAH,Rabi       ,high,6.4,60,40,Composite
22712,Uttar Pradesh,ETAH,Rabi       ,medium,6.0,80,25,Composite
22713,Uttar Pradesh,ETAH,Rabi       ,medium,6.0,80,25,Composite
22714,Uttar Pradesh,ETAH,Summer     ,medium,6.25,80,25,Composite
22715,Uttar Pradesh,ETAH,Summer     ,medium,6.3,80,25,Composite
22716,Uttar Pradesh,ETAH,Summer     ,low,6.0,90,15,Composite
22717,Uttar Pradesh,ETAH,Whole Year ,low,6.25,90,15,Composite
22718,Uttar Pradesh,ETAH,Whole Year ,low,6.5,90,15,Composite
22719,Uttar Pradesh,ETAH,Whole Year ,low,7.5,90,15,Composite
22720,Uttar Pradesh,ETAH,Whole Year ,high,6.0,60,40,Composite
22721,Uttar Pradesh,ETAH,Whole Year ,medium,6.0,80,25,Composite
22722,Uttar Pradesh,ETAH,Whole Year ,low,6.0,90,15,Composite
22723,Uttar Pradesh,ETAH,Kharif     ,low,6.4,90,15,Composite
22724,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22725,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22726,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22727,Uttar Pradesh,ETAH,Kharif     ,low,6.8,90,15,Composite
22728,Uttar Pradesh,ETAH,Kharif     ,medium,6.25,80,25,Composite
22729,Uttar Pradesh,ETAH,Kharif     ,high,6.0,60,4,Composite
22730,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22731,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22732,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22733,Uttar Pradesh,ETAH,Rabi       ,medium,6.25,80,25,Composite
22734,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22735,Uttar Pradesh,ETAH,Rabi       ,medium,6.25,80,25,Composite
22736,Uttar Pradesh,ETAH,Rabi       ,high,6.4,60,40,Composite
22737,Uttar Pradesh,ETAH,Rabi       ,medium,6.0,80,25,Composite
22738,Uttar Pradesh,ETAH,Summer     ,medium,6.3,80,25,Composite
22739,Uttar Pradesh,ETAH,Summer     ,low,6.0,90,15,Composite
22740,Uttar Pradesh,ETAH,Whole Year ,medium,6.0,80,25,Composite
22741,Uttar Pradesh,ETAH,Whole Year ,low,6.25,90,15,Composite
22742,Uttar Pradesh,ETAH,Whole Year ,low,6.6,90,15,Composite
22743,Uttar Pradesh,ETAH,Whole Year ,low,6.5,90,15,Composite
22744,Uttar Pradesh,ETAH,Whole Year ,high,6.0,60,40,Composite
22745,Uttar Pradesh,ETAH,Whole Year ,medium,6.0,80,25,Composite
22746,Uttar Pradesh,ETAH,Whole Year ,low,6.0,90,15,Composite
22747,Uttar Pradesh,ETAH,Kharif     ,low,6.4,90,15,Composite
22748,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22749,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22750,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22751,Uttar Pradesh,ETAH,Kharif     ,low,6.8,90,15,Composite
22752,Uttar Pradesh,ETAH,Kharif     ,medium,6.25,80,25,Composite
22753,Uttar Pradesh,ETAH,Kharif     ,medium,6.3,80,25,Composite
22754,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22755,Uttar Pradesh,ETAH,Kharif     ,high,6.0,60,4,Composite
22756,Uttar Pradesh,ETAH,Kharif     ,low,6.5,90,15,Composite
22757,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22758,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22759,Uttar Pradesh,ETAH,Rabi       ,medium,6.25,80,25,Composite
22760,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22761,Uttar Pradesh,ETAH,Rabi       ,medium,6.25,80,25,Composite
22762,Uttar Pradesh,ETAH,Rabi       ,high,6.2,60,40,Composite
22763,Uttar Pradesh,ETAH,Rabi       ,medium,6.3,80,25,Composite
22764,Uttar Pradesh,ETAH,Rabi       ,low,6.6,90,15,Composite
22765,Uttar Pradesh,ETAH,Rabi       ,high,6.4,60,40,Composite
22766,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22767,Uttar Pradesh,ETAH,Rabi       ,medium,6.0,80,25,Composite
22768,Uttar Pradesh,ETAH,Whole Year ,low,6.5,90,15,Composite
22769,Uttar Pradesh,ETAH,Whole Year ,high,6.0,60,40,Composite
22770,Uttar Pradesh,ETAH,Whole Year ,low,6.0,90,15,Composite
22771,Uttar Pradesh,ETAH,Kharif     ,low,6.4,90,15,Composite
22772,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22773,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22774,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22775,Uttar Pradesh,ETAH,Kharif     ,low,6.8,90,15,Composite
22776,Uttar Pradesh,ETAH,Kharif     ,medium,6.25,80,25,Composite
22777,Uttar Pradesh,ETAH,Kharif     ,medium,6.3,80,25,Composite
22778,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22779,Uttar Pradesh,ETAH,Kharif     ,high,6.0,60,4,Composite
22780,Uttar Pradesh,ETAH,Kharif     ,low,6.5,90,15,Composite
22781,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22782,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22783,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22784,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22785,Uttar Pradesh,ETAH,Rabi       ,medium,6.25,80,25,Composite
22786,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22787,Uttar Pradesh,ETAH,Rabi       ,medium,6.25,80,25,Composite
22788,Uttar Pradesh,ETAH,Rabi       ,high,6.2,60,40,Composite
22789,Uttar Pradesh,ETAH,Rabi       ,medium,6.3,80,25,Composite
22790,Uttar Pradesh,ETAH,Rabi       ,low,6.6,90,15,Composite
22791,Uttar Pradesh,ETAH,Rabi       ,high,6.4,60,40,Composite
22792,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22793,Uttar Pradesh,ETAH,Rabi       ,medium,6.0,80,25,Composite
22794,Uttar Pradesh,ETAH,Summer     ,high,6.0,60,4,Composite
22795,Uttar Pradesh,ETAH,Whole Year ,low,6.5,90,15,Composite
22796,Uttar Pradesh,ETAH,Whole Year ,high,6.0,60,40,Composite
22797,Uttar Pradesh,ETAH,Whole Year ,medium,6.0,80,25,Composite
22798,Uttar Pradesh,ETAH,Whole Year ,low,6.0,90,15,Composite
22799,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22800,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22801,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22802,Uttar Pradesh,ETAH,Kharif     ,low,6.8,90,15,Composite
22803,Uttar Pradesh,ETAH,Kharif     ,medium,6.25,80,25,Composite
22804,Uttar Pradesh,ETAH,Kharif     ,medium,6.3,80,25,Composite
22805,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22806,Uttar Pradesh,ETAH,Kharif     ,high,6.0,60,4,Composite
22807,Uttar Pradesh,ETAH,Kharif     ,low,6.5,90,15,Composite
22808,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22809,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22810,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22811,Uttar Pradesh,ETAH,Rabi       ,medium,6.25,80,25,Composite
22812,Uttar Pradesh,ETAH,Rabi       ,medium,6.25,80,25,Composite
22813,Uttar Pradesh,ETAH,Rabi       ,high,6.2,60,40,Composite
22814,Uttar Pradesh,ETAH,Rabi       ,low,6.25,90,15,Composite
22815,Uttar Pradesh,ETAH,Rabi       ,low,6.6,90,15,Composite
22816,Uttar Pradesh,ETAH,Rabi       ,high,6.4,60,40,Composite
22817,Uttar Pradesh,ETAH,Rabi       ,medium,6.0,80,25,Composite
22818,Uttar Pradesh,ETAH,Summer     ,medium,6.3,80,25,Composite
22819,Uttar Pradesh,ETAH,Summer     ,low,6.25,90,15,Composite
22820,Uttar Pradesh,ETAH,Summer     ,low,6.0,90,15,Composite
22821,Uttar Pradesh,ETAH,Whole Year ,low,6.5,90,15,Composite
22822,Uttar Pradesh,ETAH,Whole Year ,low,7.5,90,15,Composite
22823,Uttar Pradesh,ETAH,Whole Year ,high,6.0,60,40,Composite
22824,Uttar Pradesh,ETAH,Whole Year ,medium,6.0,80,25,Composite
22825,Uttar Pradesh,ETAH,Whole Year ,low,6.0,90,15,Composite
22826,Uttar Pradesh,ETAH,Kharif     ,low,6.4,90,15,Composite
22827,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22828,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22829,Uttar Pradesh,ETAH,Kharif     ,low,6.8,90,15,Composite
22830,Uttar Pradesh,ETAH,Kharif     ,medium,6.25,80,25,Composite
22831,Uttar Pradesh,ETAH,Kharif     ,medium,6.3,80,25,Composite
22832,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22833,Uttar Pradesh,ETAH,Kharif     ,high,6.0,60,4,Composite
22834,Uttar Pradesh,ETAH,Kharif     ,low,6.5,90,15,Composite
22835,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22836,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22837,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22838,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22839,Uttar Pradesh,ETAH,Rabi       ,medium,6.25,80,25,Composite
22840,Uttar Pradesh,ETAH,Rabi       ,medium,6.25,80,25,Composite
22841,Uttar Pradesh,ETAH,Rabi       ,high,6.2,60,40,Composite
22842,Uttar Pradesh,ETAH,Rabi       ,low,6.25,90,15,Composite
22843,Uttar Pradesh,ETAH,Rabi       ,low,6.6,90,15,Composite
22844,Uttar Pradesh,ETAH,Rabi       ,high,6.4,60,40,Composite
22845,Uttar Pradesh,ETAH,Rabi       ,medium,6.0,80,25,Composite
22846,Uttar Pradesh,ETAH,Summer     ,medium,6.25,80,25,Composite
22847,Uttar Pradesh,ETAH,Summer     ,medium,6.3,80,25,Composite
22848,Uttar Pradesh,ETAH,Summer     ,low,6.25,90,15,Composite
22849,Uttar Pradesh,ETAH,Summer     ,high,6.0,60,4,Composite
22850,Uttar Pradesh,ETAH,Summer     ,low,6.0,90,15,Composite
22851,Uttar Pradesh,ETAH,Whole Year ,low,6.5,90,15,Composite
22852,Uttar Pradesh,ETAH,Whole Year ,low,7.5,90,15,Composite
22853,Uttar Pradesh,ETAH,Whole Year ,high,6.0,60,40,Composite
22854,Uttar Pradesh,ETAH,Whole Year ,medium,6.0,80,25,Composite
22855,Uttar Pradesh,ETAH,Whole Year ,low,6.0,90,15,Composite
22856,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22857,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22858,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22859,Uttar Pradesh,ETAH,Kharif     ,low,6.8,90,15,Composite
22860,Uttar Pradesh,ETAH,Kharif     ,medium,6.25,80,25,Composite
22861,Uttar Pradesh,ETAH,Kharif     ,high,6.0,60,4,Composite
22862,Uttar Pradesh,ETAH,Kharif     ,low,7.5,90,15,Composite
22863,Uttar Pradesh,ETAH,Kharif     ,low,6.5,90,15,Composite
22864,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22865,Uttar Pradesh,ETAH,Kharif     ,high,6.0,60,40,Composite
22866,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22867,Uttar Pradesh,ETAH,Rabi       ,medium,6.25,80,25,Composite
22868,Uttar Pradesh,ETAH,Rabi       ,low,6.5,90,15,Composite
22869,Uttar Pradesh,ETAH,Rabi       ,high,6.4,60,40,Composite
22870,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22871,Uttar Pradesh,ETAH,Rabi       ,medium,6.0,80,25,Composite
22872,Uttar Pradesh,ETAH,Summer     ,medium,6.0,80,25,Composite
22873,Uttar Pradesh,ETAH,Whole Year ,high,6.0,60,40,Composite
22874,Uttar Pradesh,ETAH,Whole Year ,low,6.0,90,15,Composite
22875,Uttar Pradesh,ETAH,Whole Year ,medium,6.45,80,25,Composite
22876,Uttar Pradesh,ETAH,Whole Year ,low,6.5,90,15,Composite
22877,Uttar Pradesh,ETAH,Whole Year ,low,6.25,90,15,Composite
22878,Uttar Pradesh,ETAH,Whole Year ,medium,6.5,80,25,Composite
22879,Uttar Pradesh,ETAH,Whole Year ,medium,6.0,80,25,Composite
22880,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22881,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22882,Uttar Pradesh,ETAH,Kharif     ,low,6.8,90,15,Composite
22883,Uttar Pradesh,ETAH,Kharif     ,medium,6.25,80,25,Composite
22884,Uttar Pradesh,ETAH,Kharif     ,high,6.0,60,4,Composite
22885,Uttar Pradesh,ETAH,Kharif     ,low,7.5,90,15,Composite
22886,Uttar Pradesh,ETAH,Kharif     ,low,6.5,90,15,Composite
22887,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22888,Uttar Pradesh,ETAH,Kharif     ,high,6.0,60,40,Composite
22889,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22890,Uttar Pradesh,ETAH,Rabi       ,medium,6.25,80,25,Composite
22891,Uttar Pradesh,ETAH,Rabi       ,low,6.5,90,15,Composite
22892,Uttar Pradesh,ETAH,Rabi       ,high,6.4,60,40,Composite
22893,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22894,Uttar Pradesh,ETAH,Rabi       ,medium,6.0,80,25,Composite
22895,Uttar Pradesh,ETAH,Summer     ,medium,6.0,80,25,Composite
22896,Uttar Pradesh,ETAH,Whole Year ,high,6.0,60,40,Composite
22897,Uttar Pradesh,ETAH,Whole Year ,low,6.0,90,15,Composite
22898,Uttar Pradesh,ETAH,Whole Year ,low,6.0,90,15,Composite
22899,Uttar Pradesh,ETAH,Whole Year ,medium,6.45,80,25,Composite
22900,Uttar Pradesh,ETAH,Whole Year ,low,6.5,90,15,Composite
22901,Uttar Pradesh,ETAH,Whole Year ,low,6.25,90,15,Composite
22902,Uttar Pradesh,ETAH,Whole Year ,medium,6.5,80,25,Composite
22903,Uttar Pradesh,ETAH,Whole Year ,medium,6.0,80,25,Composite
22904,Uttar Pradesh,ETAH,Kharif     ,low,6.4,90,15,Composite
22905,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22906,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22907,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22908,Uttar Pradesh,ETAH,Kharif     ,low,6.8,90,15,Composite
22909,Uttar Pradesh,ETAH,Kharif     ,medium,6.25,80,25,Composite
22910,Uttar Pradesh,ETAH,Kharif     ,high,6.0,60,40,Composite
22911,Uttar Pradesh,ETAH,Kharif     ,high,6.0,60,4,Composite
22912,Uttar Pradesh,ETAH,Kharif     ,low,7.5,90,15,Composite
22913,Uttar Pradesh,ETAH,Kharif     ,low,6.5,90,15,Composite
22914,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22915,Uttar Pradesh,ETAH,Kharif     ,high,6.0,60,40,Composite
22916,Uttar Pradesh,ETAH,Kharif     ,medium,6.5,80,25,Composite
22917,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22918,Uttar Pradesh,ETAH,Rabi       ,medium,6.45,80,25,Composite
22919,Uttar Pradesh,ETAH,Rabi       ,medium,6.25,80,25,Composite
22920,Uttar Pradesh,ETAH,Rabi       ,high,6.2,60,40,Composite
22921,Uttar Pradesh,ETAH,Rabi       ,low,6.25,90,15,Composite
22922,Uttar Pradesh,ETAH,Rabi       ,low,6.2,90,15,Composite
22923,Uttar Pradesh,ETAH,Rabi       ,low,6.5,90,15,Composite
22924,Uttar Pradesh,ETAH,Rabi       ,high,6.4,60,40,Composite
22925,Uttar Pradesh,ETAH,Rabi       ,medium,6.0,80,25,Composite
22926,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22927,Uttar Pradesh,ETAH,Rabi       ,medium,6.0,80,25,Composite
22928,Uttar Pradesh,ETAH,Summer     ,medium,6.25,80,25,Composite
22929,Uttar Pradesh,ETAH,Summer     ,low,6.25,90,15,Composite
22930,Uttar Pradesh,ETAH,Summer     ,medium,6.0,80,25,Composite
22931,Uttar Pradesh,ETAH,Summer     ,medium,6.0,80,25,Composite
22932,Uttar Pradesh,ETAH,Whole Year ,high,6.0,60,40,Composite
22933,Uttar Pradesh,ETAH,Whole Year ,low,6.0,90,15,Composite
22934,Uttar Pradesh,ETAH,Whole Year ,low,6.0,90,15,Composite
22935,Uttar Pradesh,ETAH,Whole Year ,low,6.5,90,15,Composite
22936,Uttar Pradesh,ETAH,Kharif     ,low,6.4,90,15,Composite
22937,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22938,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22939,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22940,Uttar Pradesh,ETAH,Kharif     ,low,6.5,90,15,Composite
22941,Uttar Pradesh,ETAH,Kharif     ,low,6.8,90,15,Composite
22942,Uttar Pradesh,ETAH,Kharif     ,medium,6.25,80,25,Composite
22943,Uttar Pradesh,ETAH,Kharif     ,medium,6.3,80,25,Composite
22944,Uttar Pradesh,ETAH,Kharif     ,high,6.0,60,4,Composite
22945,Uttar Pradesh,ETAH,Kharif     ,low,7.5,90,15,Composite
22946,Uttar Pradesh,ETAH,Kharif     ,low,6.5,90,15,Composite
22947,Uttar Pradesh,ETAH,Kharif     ,high,6.0,60,40,Composite
22948,Uttar Pradesh,ETAH,Kharif     ,medium,6.5,80,25,Composite
22949,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22950,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22951,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22952,Uttar Pradesh,ETAH,Rabi       ,medium,6.25,80,25,Composite
22953,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22954,Uttar Pradesh,ETAH,Rabi       ,high,6.2,60,40,Composite
22955,Uttar Pradesh,ETAH,Rabi       ,low,6.25,90,15,Composite
22956,Uttar Pradesh,ETAH,Rabi       ,low,6.2,90,15,Composite
22957,Uttar Pradesh,ETAH,Rabi       ,low,6.5,90,15,Composite
22958,Uttar Pradesh,ETAH,Rabi       ,high,6.4,60,40,Composite
22959,Uttar Pradesh,ETAH,Rabi       ,medium,6.0,80,25,Composite
22960,Uttar Pradesh,ETAH,Rabi       ,medium,6.0,80,25,Composite
22961,Uttar Pradesh,ETAH,Summer     ,medium,6.25,80,25,Composite
22962,Uttar Pradesh,ETAH,Summer     ,medium,6.3,80,25,Composite
22963,Uttar Pradesh,ETAH,Summer     ,low,6.25,90,15,Composite
22964,Uttar Pradesh,ETAH,Summer     ,medium,6.0,80,25,Composite
22965,Uttar Pradesh,ETAH,Summer     ,medium,6.0,80,25,Composite
22966,Uttar Pradesh,ETAH,Summer     ,low,6.0,90,15,Composite
22967,Uttar Pradesh,ETAH,Kharif     ,low,6.4,90,15,Composite
22968,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22969,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22970,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
22971,Uttar Pradesh,ETAH,Kharif     ,low,6.5,90,15,Composite
22972,Uttar Pradesh,ETAH,Kharif     ,medium,6.25,80,25,Composite
22973,Uttar Pradesh,ETAH,Kharif     ,medium,6.3,80,25,Composite
22974,Uttar Pradesh,ETAH,Kharif     ,high,6.0,60,4,Composite
22975,Uttar Pradesh,ETAH,Kharif     ,low,7.5,90,15,Composite
22976,Uttar Pradesh,ETAH,Kharif     ,low,6.5,90,15,Composite
22977,Uttar Pradesh,ETAH,Kharif     ,high,6.0,60,40,Composite
22978,Uttar Pradesh,ETAH,Kharif     ,medium,6.5,80,25,Composite
22979,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22980,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22981,Uttar Pradesh,ETAH,Rabi       ,low,6.0,90,15,Composite
22982,Uttar Pradesh,ETAH,Rabi       ,medium,6.45,80,25,Composite
22983,Uttar Pradesh,ETAH,Rabi       ,medium,6.25,80,25,Composite
22984,Uttar Pradesh,ETAH,Rabi       ,high,6.2,60,40,Composite
22985,Uttar Pradesh,ETAH,Rabi       ,low,6.25,90,15,Composite
22986,Uttar Pradesh,ETAH,Rabi       ,low,6.6,90,15,Composite
22987,Uttar Pradesh,ETAH,Rabi       ,low,6.5,90,15,Composite
22988,Uttar Pradesh,ETAH,Rabi       ,high,6.4,60,40,Composite
22989,Uttar Pradesh,ETAH,Rabi       ,medium,6.0,80,25,Composite
22990,Uttar Pradesh,ETAH,Rabi       ,medium,6.0,80,25,Composite
22991,Uttar Pradesh,ETAH,Summer     ,high,6.0,60,40,Composite
22992,Uttar Pradesh,ETAH,Summer     ,medium,6.25,80,25,Composite
22993,Uttar Pradesh,ETAH,Summer     ,medium,6.3,80,25,Composite
22994,Uttar Pradesh,ETAH,Summer     ,medium,6.0,80,25,Composite
22995,Uttar Pradesh,ETAH,Summer     ,medium,6.0,80,25,Composite
22996,Uttar Pradesh,ETAH,Summer     ,low,6.0,90,15,Composite
22997,Uttar Pradesh,ETAH,Kharif     ,low,6.4,90,15,Composite
22998,Uttar Pradesh,ETAH,Kharif     ,low,6.0,90,15,Composite
22999,Uttar Pradesh,ETAH,Kharif     ,medium,6.0,80,25,Composite
